Id,Warehouse Block,Mode Of Shipment,Customer Care Calls,Customer Rating,Cost Of The Product,Prior Purchases,Product Importance,Gender,Discount Offered,Weight In Gms,On-Time Delivery,Net Price,Discount Ratio,Status By Mode Of Shipment
2035,D,Road,3,5,243,2,1,M,42,3421,1,201,0.17,0.59
2036,F,Road,5,2,142,2,0,F,55,1758,1,87,0.39,0.59
2037,A,Road,4,2,172,2,0,M,23,1019,1,149,0.13,0.59
2038,B,Road,4,1,280,3,1,M,2,3366,1,278,0.01,0.59
2039,C,Road,3,2,254,2,0,M,37,2469,1,217,0.15,0.59
2040,F,Road,5,2,202,3,1,M,34,3885,1,168,0.17,0.59
2041,D,Road,5,3,110,5,0,M,21,1011,1,89,0.19,0.59
2042,F,Road,4,4,162,2,1,M,30,1158,1,132,0.19,0.59
2043,A,Road,3,3,183,3,1,M,21,2585,1,162,0.11,0.59
2044,B,Road,4,2,260,2,0,F,31,2805,1,229,0.12,0.59
2045,C,Road,3,5,109,5,0,M,27,1581,1,82,0.25,0.59
2046,F,Road,3,3,273,4,0,M,12,2151,1,261,0.04,0.59
2047,D,Road,5,2,262,6,1,M,10,3164,1,252,0.04,0.59
2048,F,Road,2,4,239,5,0,F,59,2181,1,180,0.25,0.59
2049,A,Road,3,2,185,2,2,F,49,3864,1,136,0.26,0.59
2050,B,Road,4,4,248,3,1,M,59,2868,1,189,0.24,0.59
2051,C,Flight,5,4,180,2,0,M,52,1122,1,128,0.29,0.6
2052,F,Flight,4,5,221,3,0,F,43,3561,1,178,0.19,0.6
2053,D,Flight,3,5,162,2,0,M,28,1948,1,134,0.17,0.6
2054,F,Flight,2,5,162,4,1,M,49,1671,1,113,0.3,0.6
2055,A,Flight,3,1,145,2,0,M,28,1313,1,117,0.19,0.6
2056,B,Flight,5,3,228,3,1,F,38,3631,1,190,0.17,0.6
2057,C,Flight,3,4,196,3,0,M,47,2447,1,149,0.24,0.6
2058,F,Flight,3,4,254,2,2,M,56,3266,1,198,0.22,0.6
2059,D,Flight,5,2,215,2,1,M,46,3942,1,169,0.21,0.6
2060,F,Flight,5,2,265,3,1,F,33,2734,1,232,0.12,0.6
2061,A,Flight,3,2,173,3,2,M,60,1582,1,113,0.35,0.6
2062,B,Flight,4,2,233,7,1,M,64,3146,1,169,0.27,0.6
2063,C,Flight,4,3,213,2,0,M,27,2034,1,186,0.13,0.6
2064,F,Flight,4,1,124,2,1,M,22,1714,1,102,0.18,0.6
2065,D,Flight,3,4,156,4,1,F,7,1492,1,149,0.04,0.6
2066,F,Flight,3,1,265,3,1,M,11,2194,1,254,0.04,0.6
2067,A,Flight,3,1,139,3,2,F,6,1269,1,133,0.04,0.6
2068,B,Flight,2,4,225,10,2,M,46,2690,1,179,0.2,0.6
2069,C,Flight,5,4,178,7,1,F,36,1179,1,142,0.2,0.6
2070,F,Flight,3,4,190,10,1,F,32,2064,1,158,0.17,0.6
2071,D,Flight,3,4,272,10,1,M,63,2455,1,209,0.23,0.6
2072,F,Flight,3,1,153,2,1,F,51,1841,1,102,0.33,0.6
2073,A,Ship,3,1,235,10,0,M,7,2991,1,228,0.03,0.6
2074,B,Ship,5,1,214,3,0,M,33,2562,1,181,0.15,0.6
2075,C,Ship,3,4,175,2,0,F,2,1072,1,173,0.01,0.6
2076,F,Ship,3,1,176,3,0,F,63,1420,1,113,0.36,0.6
2077,D,Ship,3,4,172,10,2,F,23,1875,1,149,0.13,0.6
2078,F,Ship,5,2,195,6,0,M,35,1852,1,160,0.18,0.6
2079,A,Ship,3,5,271,4,0,F,10,1679,1,261,0.04,0.6
2080,B,Ship,5,4,228,3,1,M,42,3145,1,186,0.18,0.6
2081,C,Ship,3,4,196,3,0,F,52,2129,1,144,0.27,0.6
2082,F,Ship,3,1,254,2,2,F,60,3590,1,194,0.24,0.6
2083,D,Ship,5,4,215,2,1,M,34,2713,1,181,0.16,0.6
2084,F,Ship,5,5,265,3,1,M,46,3997,1,219,0.17,0.6
2085,A,Ship,3,2,173,3,2,M,40,1723,1,133,0.23,0.6
2086,B,Ship,4,2,233,7,1,M,56,3925,1,177,0.24,0.6
2087,C,Ship,4,4,213,2,0,F,27,2938,1,186,0.13,0.6
2088,F,Ship,4,2,124,2,1,M,50,1592,1,74,0.4,0.6
2089,D,Ship,3,5,156,4,1,F,26,1769,1,130,0.17,0.6
2090,F,Ship,3,1,265,3,1,F,61,3010,1,204,0.23,0.6
2091,A,Ship,3,2,139,3,2,F,4,1546,1,135,0.03,0.6
2092,B,Ship,2,4,225,10,2,M,56,3384,1,169,0.25,0.6
2093,C,Ship,5,4,178,7,1,M,52,1824,1,126,0.29,0.6
2094,F,Ship,3,3,190,10,1,M,4,3062,1,186,0.02,0.6
2095,D,Ship,3,5,272,10,1,M,59,2182,1,213,0.22,0.6
2096,F,Ship,3,4,153,2,1,M,37,1740,1,116,0.24,0.6
2097,A,Ship,3,1,235,10,0,M,56,2175,1,179,0.24,0.6
2098,B,Ship,5,4,214,3,0,M,52,3403,1,162,0.24,0.6
2099,C,Ship,3,5,175,2,0,F,40,1460,1,135,0.23,0.6
2100,F,Ship,3,2,176,3,0,F,29,1953,1,147,0.16,0.6
2101,D,Ship,3,1,172,10,2,F,30,1294,1,142,0.17,0.6
2102,F,Ship,5,1,195,6,0,F,29,1039,1,166,0.15,0.6
2103,A,Ship,3,5,164,3,0,M,61,1473,1,103,0.37,0.6
2104,B,Ship,3,1,231,3,1,F,33,2755,1,198,0.14,0.6
2105,C,Ship,5,5,248,3,1,F,9,3873,1,239,0.04,0.6
2106,F,Ship,4,5,237,2,1,F,60,3427,1,177,0.25,0.6
2107,D,Ship,3,1,111,4,0,F,8,1620,1,103,0.07,0.6
2108,F,Ship,5,5,106,5,0,F,46,1275,1,60,0.43,0.6
2109,A,Ship,4,2,139,3,0,M,29,1365,1,110,0.21,0.6
2110,B,Ship,4,3,149,2,0,F,58,1657,1,91,0.39,0.6
2111,C,Ship,4,5,180,3,0,F,24,1513,1,156,0.13,0.6
2112,F,Ship,3,2,212,2,1,F,65,3776,1,147,0.31,0.6
2113,D,Ship,4,2,183,3,0,M,5,3716,1,178,0.03,0.6
2114,F,Ship,6,4,164,5,0,M,20,1555,1,144,0.12,0.6
2115,A,Ship,4,1,143,3,1,F,28,1197,1,115,0.2,0.6
2116,B,Ship,3,3,162,2,1,M,5,1202,1,157,0.03,0.6
2117,C,Ship,4,2,202,4,1,M,56,3098,1,146,0.28,0.6
2118,F,Ship,3,2,135,2,1,F,2,1150,1,133,0.01,0.6
2119,D,Ship,3,2,232,2,0,F,58,2054,1,174,0.25,0.6
2120,F,Ship,3,3,218,3,0,M,19,3770,1,199,0.09,0.6
2121,A,Ship,5,4,177,2,0,M,14,1735,1,163,0.08,0.6
2122,B,Ship,4,4,168,2,1,M,63,1474,1,105,0.38,0.6
2123,C,Ship,3,4,181,2,1,F,45,3448,1,136,0.25,0.6
2124,F,Ship,3,2,238,2,0,F,29,3728,1,209,0.12,0.6
2125,D,Ship,3,2,250,5,0,F,36,2717,1,214,0.14,0.6
2126,F,Ship,3,1,152,2,0,F,25,1848,1,127,0.16,0.6
2127,A,Ship,4,5,242,4,0,F,35,3215,1,207,0.14,0.6
2128,B,Ship,3,1,236,2,2,M,2,3949,1,234,0.01,0.6
2129,C,Ship,4,1,238,4,0,F,22,3950,1,216,0.09,0.6
2130,F,Ship,4,4,165,5,0,M,21,1727,1,144,0.13,0.6
2131,D,Ship,4,2,271,3,1,M,50,3448,1,221,0.18,0.6
2132,F,Ship,3,3,109,2,1,M,18,1661,1,91,0.17,0.6
2133,A,Ship,4,1,235,3,2,F,22,3695,1,213,0.09,0.6
2134,B,Ship,3,3,186,3,1,M,49,2356,1,137,0.26,0.6
2135,C,Ship,4,1,202,2,0,M,40,2327,1,162,0.2,0.6
2136,F,Ship,3,3,188,4,1,M,3,3075,1,185,0.02,0.6
2137,D,Ship,5,3,224,2,1,M,52,3824,1,172,0.23,0.6
2138,F,Ship,5,3,239,4,0,M,3,3734,1,236,0.01,0.6
2139,A,Ship,2,3,140,2,1,M,20,1832,1,120,0.14,0.6
2140,B,Ship,6,3,272,3,0,F,39,2518,1,233,0.14,0.6
2141,C,Ship,3,3,160,3,1,F,65,1228,1,95,0.41,0.6
2142,F,Ship,3,3,261,3,1,M,14,3479,1,247,0.05,0.6
2143,D,Ship,3,5,199,3,1,F,62,3259,1,137,0.31,0.6
2144,F,Ship,3,1,154,2,1,F,56,1300,1,98,0.36,0.6
2145,A,Ship,3,5,237,3,0,M,55,2451,1,182,0.23,0.6
2146,B,Ship,4,4,181,3,0,M,44,2070,1,137,0.24,0.6
2147,C,Ship,3,3,133,6,0,F,10,1686,1,123,0.08,0.6
2148,F,Ship,3,4,150,3,1,M,47,1511,1,103,0.31,0.6
2149,D,Ship,6,5,152,3,1,F,62,1325,1,90,0.41,0.6
2150,F,Ship,6,1,142,5,0,F,30,1464,1,112,0.21,0.6
2151,A,Ship,4,3,214,2,0,M,57,2078,1,157,0.27,0.6
2152,B,Ship,5,1,155,2,1,F,40,1024,1,115,0.26,0.6
2153,C,Ship,4,2,191,2,0,M,11,3985,1,180,0.06,0.6
2154,F,Ship,4,5,133,2,1,M,39,1106,1,94,0.29,0.6
2155,D,Ship,3,3,211,4,2,F,22,2942,1,189,0.1,0.6
2156,F,Ship,4,3,212,4,0,M,28,2422,1,184,0.13,0.6
2157,A,Ship,3,1,150,2,0,M,9,1158,1,141,0.06,0.6
2158,B,Ship,3,5,208,3,0,F,41,3977,1,167,0.2,0.6
2159,C,Ship,4,2,157,2,1,M,15,1724,1,142,0.1,0.6
2160,F,Ship,4,4,228,3,0,M,60,2715,1,168,0.26,0.6
2161,D,Ship,3,4,254,2,1,F,44,3786,1,210,0.17,0.6
2162,F,Ship,4,2,270,2,0,M,65,3599,1,205,0.24,0.6
2163,A,Ship,6,2,195,3,1,M,30,3462,1,165,0.15,0.6
2164,B,Ship,4,5,193,4,0,M,33,2173,1,160,0.17,0.6
2165,C,Ship,5,4,165,3,1,F,48,1240,1,117,0.29,0.6
2166,F,Road,3,1,177,2,0,M,38,1099,1,139,0.21,0.59
2167,D,Road,3,4,244,3,0,F,46,2844,1,198,0.19,0.59
2168,F,Road,3,2,151,2,0,M,26,1793,1,125,0.17,0.59
2169,A,Road,3,1,164,2,0,M,2,1104,1,162,0.01,0.59
2170,B,Road,5,1,165,3,0,F,37,1228,1,128,0.22,0.59
2171,C,Road,3,4,256,2,1,M,55,2247,1,201,0.21,0.59
2172,F,Road,4,4,150,4,0,M,5,1263,1,145,0.03,0.59
2173,D,Road,2,3,255,3,0,M,27,3484,1,228,0.11,0.59
2174,F,Road,4,3,268,3,1,F,23,2996,1,245,0.09,0.59
2175,A,Road,3,5,166,3,0,F,1,1366,1,165,0.01,0.59
2176,B,Road,3,5,230,3,0,F,49,3477,1,181,0.21,0.59
2177,C,Road,4,3,163,3,0,F,45,1395,1,118,0.28,0.59
2178,F,Road,4,4,139,3,2,F,64,1415,1,75,0.46,0.59
2179,D,Road,3,5,161,3,1,F,10,1978,1,151,0.06,0.59
2180,F,Road,6,2,181,4,2,F,6,3003,1,175,0.03,0.59
2181,A,Road,4,1,242,3,2,M,47,3489,1,195,0.19,0.59
2182,B,Road,3,3,151,3,0,F,24,1139,1,127,0.16,0.59
2183,C,Road,3,4,167,3,1,M,50,1068,1,117,0.3,0.59
2184,F,Road,3,2,257,3,0,F,25,2334,1,232,0.1,0.59
2185,D,Road,3,2,204,2,1,F,35,2090,1,169,0.17,0.59
2186,F,Road,5,3,219,3,0,M,1,2027,1,218,0.0,0.59
2187,A,Road,3,4,202,3,1,M,28,3707,1,174,0.14,0.59
2188,B,Flight,4,5,155,2,1,M,41,1367,1,114,0.26,0.6
2189,C,Flight,3,3,183,3,2,F,6,3364,1,177,0.03,0.6
2190,F,Flight,5,1,184,3,0,F,19,2625,1,165,0.1,0.6
2191,D,Flight,4,5,230,2,0,F,38,2890,1,192,0.17,0.6
2192,F,Flight,4,2,139,4,0,F,41,1511,1,98,0.29,0.6
2193,A,Flight,4,4,252,3,1,F,7,2477,1,245,0.03,0.6
2194,B,Flight,3,2,272,3,1,F,40,3766,1,232,0.15,0.6
2195,C,Flight,3,2,134,3,0,F,20,1391,1,114,0.15,0.6
2196,F,Flight,3,5,169,3,1,M,13,1934,1,156,0.08,0.6
2197,D,Flight,4,2,214,2,0,M,49,3416,1,165,0.23,0.6
2198,F,Flight,3,3,163,3,1,F,65,1614,1,98,0.4,0.6
2199,A,Flight,4,2,150,3,0,F,48,1193,1,102,0.32,0.6
2200,B,Flight,5,5,216,2,2,M,33,3202,1,183,0.15,0.6
2201,C,Flight,5,2,116,5,2,F,56,1130,1,60,0.48,0.6
2202,F,Flight,3,4,144,2,0,F,33,1811,1,111,0.23,0.6
2203,D,Flight,5,3,266,3,0,F,19,2508,1,247,0.07,0.6
2204,F,Flight,3,3,154,4,1,F,62,1616,1,92,0.4,0.6
2205,A,Flight,4,3,255,5,0,M,18,3644,1,237,0.07,0.6
2206,B,Flight,6,2,229,3,1,M,13,2322,1,216,0.06,0.6
2207,C,Flight,2,1,111,3,1,M,16,1882,1,95,0.14,0.6
2208,F,Flight,3,3,160,2,1,F,32,1718,1,128,0.2,0.6
2209,D,Flight,3,1,184,2,0,F,31,3191,1,153,0.17,0.6
2210,F,Ship,4,4,218,4,0,M,45,3234,1,173,0.21,0.6
2211,A,Ship,5,1,137,2,0,M,52,1012,1,85,0.38,0.6
2212,B,Ship,4,2,204,3,1,M,14,3829,1,190,0.07,0.6
2213,C,Ship,6,1,105,5,0,F,57,1784,1,48,0.54,0.6
2214,F,Ship,3,1,256,2,1,F,63,3046,1,193,0.25,0.6
2215,D,Ship,4,2,182,2,1,F,54,3261,1,128,0.3,0.6
2216,F,Ship,3,4,260,4,2,M,17,2666,1,243,0.07,0.6
2217,A,Ship,4,2,166,3,0,M,62,1944,1,104,0.37,0.6
2218,B,Ship,5,2,160,4,1,M,43,1479,1,117,0.27,0.6
2219,C,Ship,4,2,243,3,1,F,13,2850,1,230,0.05,0.6
2220,F,Ship,6,5,240,4,1,M,62,2400,1,178,0.26,0.6
2221,D,Ship,6,1,229,6,0,M,35,3239,1,194,0.15,0.6
2222,F,Ship,3,1,164,2,0,M,2,1304,1,162,0.01,0.6
2223,A,Ship,3,4,234,3,1,F,37,2111,1,197,0.16,0.6
2224,B,Ship,4,1,97,2,2,M,15,1836,1,82,0.15,0.6
2225,C,Ship,4,3,258,3,0,F,12,2017,1,246,0.05,0.6
2226,F,Ship,3,1,147,2,1,M,52,1934,1,95,0.35,0.6
2227,D,Ship,4,3,180,4,0,M,14,1686,1,166,0.08,0.6
2228,F,Ship,5,1,212,3,0,F,11,2073,1,201,0.05,0.6
2229,A,Ship,3,4,198,2,1,M,19,2373,1,179,0.1,0.6
2230,B,Ship,3,1,239,3,0,F,63,2154,1,176,0.26,0.6
2231,C,Ship,4,3,158,2,0,M,46,1374,1,112,0.29,0.6
2232,F,Ship,4,3,218,3,2,F,57,3311,1,161,0.26,0.6
2233,D,Ship,4,4,156,3,0,M,20,1523,1,136,0.13,0.6
2234,F,Ship,3,4,235,3,0,M,52,3447,1,183,0.22,0.6
2235,A,Ship,4,5,168,3,0,F,4,1363,1,164,0.02,0.6
2236,B,Ship,3,1,178,3,2,F,36,1297,1,142,0.2,0.6
2237,C,Ship,4,2,275,3,1,M,26,2449,1,249,0.09,0.6
2238,F,Ship,3,4,139,2,0,M,45,1192,1,94,0.32,0.6
2239,D,Ship,2,5,236,3,1,F,13,2171,1,223,0.06,0.6
2240,F,Ship,3,4,155,2,0,F,37,1780,1,118,0.24,0.6
2241,A,Ship,3,3,168,3,1,M,11,1008,1,157,0.07,0.6
2242,B,Ship,4,1,151,2,0,M,42,1367,1,109,0.28,0.6
2243,C,Ship,3,4,113,4,0,F,56,1154,1,57,0.5,0.6
2244,F,Ship,4,3,133,3,1,F,50,1861,1,83,0.38,0.6
2245,D,Ship,5,4,163,4,1,M,57,1613,1,106,0.35,0.6
2246,F,Ship,5,3,206,2,1,F,59,3278,1,147,0.29,0.6
2247,A,Ship,3,2,177,2,1,F,23,1929,1,154,0.13,0.6
2248,B,Ship,3,2,206,2,0,M,3,2261,1,203,0.01,0.6
2249,C,Ship,5,1,189,3,1,M,13,3492,1,176,0.07,0.6
2250,F,Ship,3,4,270,2,0,M,39,3690,1,231,0.14,0.6
2251,D,Ship,4,1,238,3,0,F,33,2013,1,205,0.14,0.6
2252,F,Ship,5,1,143,2,0,M,46,1387,1,97,0.32,0.6
2253,A,Ship,4,1,173,2,1,M,53,1251,1,120,0.31,0.6
2254,B,Ship,3,5,134,3,1,M,38,1169,1,96,0.28,0.6
2255,C,Ship,4,4,176,3,2,M,34,1283,1,142,0.19,0.6
2256,F,Ship,4,3,160,2,1,F,38,1961,1,122,0.24,0.6
2257,D,Ship,3,4,230,3,2,F,22,3546,1,208,0.1,0.6
2258,F,Ship,4,5,178,3,0,F,5,1012,1,173,0.03,0.6
2259,A,Ship,3,2,256,4,0,F,18,2699,1,238,0.07,0.6
2260,B,Ship,3,4,256,4,0,M,11,3030,1,245,0.04,0.6
2261,C,Ship,3,2,208,4,1,M,52,2900,1,156,0.25,0.6
2262,F,Ship,4,3,119,3,0,F,40,1233,1,79,0.34,0.6
2263,D,Ship,3,3,114,6,0,F,26,1825,1,88,0.23,0.6
2264,F,Ship,3,5,225,3,0,F,1,2864,1,224,0.0,0.6
2265,A,Ship,4,5,155,4,2,F,48,1972,1,107,0.31,0.6
2266,B,Ship,4,4,223,3,1,F,51,3895,1,172,0.23,0.6
2267,C,Ship,5,3,194,3,1,F,6,2736,1,188,0.03,0.6
2268,F,Ship,5,4,281,4,1,F,40,3381,1,241,0.14,0.6
2269,D,Ship,4,1,132,4,1,F,10,1343,1,122,0.08,0.6
2270,F,Ship,4,1,229,3,1,F,53,3423,1,176,0.23,0.6
2271,A,Ship,4,2,251,3,0,F,10,3517,1,241,0.04,0.6
2272,B,Ship,4,1,113,3,0,F,60,1200,1,53,0.53,0.6
2273,C,Ship,5,5,234,6,0,F,52,2615,1,182,0.22,0.6
2274,F,Ship,3,3,181,2,1,M,58,3719,1,123,0.32,0.6
2275,D,Ship,5,2,157,2,0,M,32,1497,1,125,0.2,0.6
2276,F,Ship,3,1,155,3,0,M,49,1203,1,106,0.32,0.6
2277,A,Ship,3,4,209,2,0,M,62,2935,1,147,0.3,0.6
2278,B,Ship,4,3,264,3,0,F,39,2213,1,225,0.15,0.6
2279,C,Ship,3,1,268,3,0,F,47,2479,1,221,0.18,0.6
2280,F,Ship,6,1,224,3,1,M,64,2705,1,160,0.29,0.6
2281,D,Ship,4,4,223,10,0,M,24,3271,1,199,0.11,0.6
2282,F,Ship,3,2,191,3,2,F,42,2374,1,149,0.22,0.6
2283,A,Ship,4,1,184,3,2,F,47,3081,1,137,0.26,0.6
2284,B,Ship,6,5,174,3,1,F,32,1921,1,142,0.18,0.6
2285,C,Ship,6,3,134,8,2,F,12,1371,1,122,0.09,0.6
2286,F,Ship,4,1,135,2,2,F,25,1009,1,110,0.19,0.6
2287,D,Ship,5,4,234,2,2,F,61,3084,1,173,0.26,0.6
2288,F,Ship,3,1,215,6,2,M,5,3432,1,210,0.02,0.6
2289,A,Ship,5,4,187,2,1,F,10,3549,1,177,0.05,0.6
2290,B,Ship,3,1,238,2,1,F,50,3438,1,188,0.21,0.6
2291,C,Ship,4,2,273,4,0,F,26,3223,1,247,0.1,0.6
2292,F,Ship,5,4,192,3,1,M,46,3709,1,146,0.24,0.6
2293,D,Ship,3,5,268,4,2,M,5,3446,1,263,0.02,0.6
2294,F,Ship,3,5,225,3,0,F,12,2721,1,213,0.05,0.6
2295,A,Ship,4,5,155,4,2,F,54,1408,1,101,0.35,0.6
2296,B,Ship,4,2,223,3,1,F,56,3158,1,167,0.25,0.6
2297,C,Ship,5,1,194,3,1,F,32,3003,1,162,0.16,0.6
2298,F,Ship,5,4,281,4,1,M,56,3709,1,225,0.2,0.6
2299,D,Ship,4,5,132,4,1,F,28,1715,1,104,0.21,0.6
2300,F,Ship,4,1,229,3,1,F,20,2891,1,209,0.09,0.6
2301,A,Ship,4,1,251,3,0,F,33,2502,1,218,0.13,0.6
2302,B,Ship,4,5,113,3,0,F,52,1741,1,61,0.46,0.6
2303,C,Road,5,2,234,6,0,F,58,2448,1,176,0.25,0.59
2304,F,Road,3,3,181,2,1,F,52,3236,1,129,0.29,0.59
2305,D,Road,5,2,157,2,0,M,58,1654,1,99,0.37,0.59
2306,F,Road,3,3,155,3,0,M,20,1830,1,135,0.13,0.59
2307,A,Road,3,5,209,2,0,M,33,2603,1,176,0.16,0.59
2308,B,Road,4,1,264,3,0,M,13,3015,1,251,0.05,0.59
2309,C,Road,3,2,268,3,0,M,30,2867,1,238,0.11,0.59
2310,F,Road,6,2,224,3,1,F,26,3247,1,198,0.12,0.59
2311,D,Road,4,3,223,10,0,F,21,2943,1,202,0.09,0.59
2312,F,Road,3,5,191,3,2,F,17,2235,1,174,0.09,0.59
2313,A,Road,4,4,184,3,2,F,27,3967,1,157,0.15,0.59
2314,B,Road,6,4,174,3,1,F,14,1651,1,160,0.08,0.59
2315,C,Road,6,2,134,8,2,M,42,1054,1,92,0.31,0.59
2316,F,Road,4,5,135,2,2,F,22,1195,1,113,0.16,0.59
2317,D,Road,5,5,234,2,2,M,50,3914,1,184,0.21,0.59
2318,F,Road,3,1,215,6,2,M,42,3715,1,173,0.2,0.59
2319,A,Road,5,2,187,2,1,F,29,2863,1,158,0.16,0.59
2320,B,Road,3,2,238,2,1,F,32,3274,1,206,0.13,0.59
2321,C,Road,4,1,273,4,0,F,54,2611,1,219,0.2,0.59
2322,F,Road,5,5,192,3,1,F,37,2197,1,155,0.19,0.59
2323,D,Road,3,5,268,4,2,M,19,2893,1,249,0.07,0.59
2324,F,Road,3,4,164,3,0,M,5,1408,1,159,0.03,0.59
2325,A,Flight,2,2,255,3,0,M,59,1514,1,196,0.23,0.6
2326,B,Flight,4,4,141,2,0,F,30,1130,1,111,0.21,0.6
2327,C,Flight,2,5,202,3,0,M,50,2587,1,152,0.25,0.6
2328,F,Flight,4,4,282,6,1,F,52,3009,1,230,0.18,0.6
2329,D,Flight,6,4,190,3,0,M,7,3175,1,183,0.04,0.6
2330,F,Flight,4,2,192,4,0,F,61,2256,1,131,0.32,0.6
2331,A,Flight,3,4,179,2,0,M,51,1041,1,128,0.28,0.6
2332,B,Flight,4,3,238,2,1,M,43,2200,1,195,0.18,0.6
2333,C,Flight,3,2,181,4,0,F,18,3696,1,163,0.1,0.6
2334,F,Flight,5,2,128,5,1,F,45,1707,1,83,0.35,0.6
2335,D,Flight,5,1,285,5,0,M,51,2063,1,234,0.18,0.6
2336,F,Flight,5,5,273,3,1,F,18,2415,1,255,0.07,0.6
2337,A,Flight,2,2,242,6,0,F,63,3144,1,179,0.26,0.6
2338,B,Flight,3,4,226,3,1,F,22,3593,1,204,0.1,0.6
2339,C,Flight,2,5,255,4,0,F,36,2093,1,219,0.14,0.6
2340,F,Flight,5,1,198,2,1,F,37,3025,1,161,0.19,0.6
2341,D,Flight,5,4,263,3,1,M,59,3978,1,204,0.22,0.6
2342,F,Flight,3,5,186,2,0,F,39,2197,1,147,0.21,0.6
2343,A,Flight,5,2,260,3,0,F,22,2935,1,238,0.08,0.6
2344,B,Flight,4,2,167,2,0,F,5,1169,1,162,0.03,0.6
2345,C,Flight,4,3,210,3,0,F,46,2344,1,164,0.22,0.6
2346,F,Flight,4,5,216,3,0,F,20,3549,1,196,0.09,0.6
2347,D,Ship,3,2,273,3,0,F,12,2154,1,261,0.04,0.6
2348,F,Ship,5,1,153,2,0,F,55,1414,1,98,0.36,0.6
2349,A,Ship,3,2,183,3,1,F,44,3809,1,139,0.24,0.6
2350,B,Ship,4,1,224,3,1,F,36,3499,1,188,0.16,0.6
2351,C,Ship,5,1,170,3,2,M,58,1651,1,112,0.34,0.6
2352,F,Ship,5,1,237,4,0,M,33,2605,1,204,0.14,0.6
2353,D,Ship,5,5,234,6,1,F,60,2443,1,174,0.26,0.6
2354,F,Ship,3,2,264,3,1,F,43,3439,1,221,0.16,0.6
2355,A,Ship,2,2,153,3,0,F,55,1273,1,98,0.36,0.6
2356,B,Ship,4,3,228,4,0,M,61,3583,1,167,0.27,0.6
2357,C,Ship,3,5,264,2,1,M,33,2021,1,231,0.12,0.6
2358,F,Ship,4,3,267,3,0,F,42,2332,1,225,0.16,0.6
2359,D,Ship,3,2,213,2,0,M,22,3248,1,191,0.1,0.6
2360,F,Ship,4,1,181,3,1,M,38,3258,1,143,0.21,0.6
2361,A,Ship,6,4,209,5,0,F,53,3169,1,156,0.25,0.6
2362,B,Ship,3,2,165,3,0,F,19,1111,1,146,0.12,0.6
2363,C,Ship,3,4,164,3,2,F,55,1293,1,109,0.34,0.6
2364,F,Ship,5,5,141,2,1,M,14,1114,1,127,0.1,0.6
2365,D,Ship,3,2,164,4,1,M,2,1701,1,162,0.01,0.6
2366,F,Ship,3,3,178,2,1,M,4,1778,1,174,0.02,0.6
2367,A,Ship,5,4,200,3,1,M,24,2078,1,176,0.12,0.6
2368,B,Ship,4,5,185,2,0,F,47,3974,1,138,0.25,0.6
2369,C,Ship,2,1,180,2,1,F,31,1078,1,149,0.17,0.6
2370,F,Ship,4,5,144,3,0,M,9,1526,1,135,0.06,0.6
2371,D,Ship,4,4,161,4,0,F,14,1194,1,147,0.09,0.6
2372,F,Ship,4,5,152,3,1,M,25,1222,1,127,0.16,0.6
2373,A,Ship,2,3,129,3,0,M,50,1111,1,79,0.39,0.6
2374,B,Ship,5,2,140,3,1,F,16,1969,1,124,0.11,0.6
2375,C,Ship,4,1,270,4,1,F,64,3312,1,206,0.24,0.6
2376,F,Ship,3,2,183,3,1,F,25,2023,1,158,0.14,0.6
2377,D,Ship,4,1,264,3,0,F,39,3719,1,225,0.15,0.6
2378,F,Ship,3,2,167,4,1,M,49,1973,1,118,0.29,0.6
2379,A,Ship,5,1,219,3,0,M,14,2447,1,205,0.06,0.6
2380,B,Ship,4,2,225,3,0,M,52,3189,1,173,0.23,0.6
2381,C,Ship,4,1,228,3,0,F,53,2021,1,175,0.23,0.6
2382,F,Ship,3,5,119,3,1,M,7,1021,1,112,0.06,0.6
2383,D,Ship,3,5,244,3,0,F,8,3154,1,236,0.03,0.6
2384,F,Ship,4,3,163,5,0,M,29,1349,1,134,0.18,0.6
2385,A,Ship,4,5,260,3,1,M,59,3951,1,201,0.23,0.6
2386,B,Ship,4,3,135,2,1,F,53,1073,1,82,0.39,0.6
2387,C,Ship,5,2,167,3,1,F,7,1939,1,160,0.04,0.6
2388,F,Ship,4,4,233,3,1,F,14,2522,1,219,0.06,0.6
2389,D,Ship,4,5,147,2,1,F,19,1940,1,128,0.13,0.6
2390,F,Ship,2,4,159,2,0,F,17,1686,1,142,0.11,0.6
2391,A,Ship,4,2,139,3,1,M,5,1674,1,134,0.04,0.6
2392,B,Ship,3,1,200,2,0,F,44,2651,1,156,0.22,0.6
2393,C,Ship,4,1,221,3,0,F,3,2546,1,218,0.01,0.6
2394,F,Ship,4,3,158,3,0,M,18,1036,1,140,0.11,0.6
2395,D,Ship,4,5,227,3,0,M,65,3984,1,162,0.29,0.6
2396,F,Ship,3,3,179,3,1,F,12,1125,1,167,0.07,0.6
2397,A,Ship,3,2,232,3,0,F,64,3131,1,168,0.28,0.6
2398,B,Ship,3,3,139,2,0,M,9,1177,1,130,0.06,0.6
2399,C,Ship,6,3,195,2,1,M,21,3869,1,174,0.11,0.6
2400,F,Ship,6,2,276,6,1,M,7,2437,1,269,0.03,0.6
2401,D,Ship,2,5,171,3,1,F,13,1101,1,158,0.08,0.6
